"Rnd","Dato","TV","Kamp","hjemme","ude","Res","Tilskuere","Dommer","Dato_num","dag","måned","år_start","år_slut","år","match_date","sæson","kickoff","holiday_name","is_holiday","weekday_num","dagstype","kickoff_hour","kamp_tid","regn_1h_for","regn_dag","temp_kamp","vind_1h","vindstød_1h","skydække_kamp","regn_1h_kat","regn_dag_kat","temp_kamp_kat","vind_1h_kat","vindstød_1h_kat","skydække_kamp_kat","dato_index"
2,23.07,NA,"VFF - FCM","VFF","FCM","0 - 1",4.029,"Claus Bo Larsen",23.07,23,7,2006,2007,2006,2006-07-23,"2006/2007",2006-07-23 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0.2,3,18.9285714285714,1.8,3.25,91.4285714285714,"Let regn før kamp","Lidt regn i løbet af dag","Varmt","Svag vind","Let vindstød","Overskyet",2006-07-23
4,5.08,NA,"VFF - FCK","VFF","FCK","1 - 3",5.102,"Michael Svendsen",5.08,5,8,2006,2007,2006,2006-08-05,"2006/2007",2006-08-05 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",0,0,25.6428571428571,5.65,10.55,8.57142857142857,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Solrigt",2006-08-05
5,13.08,NA,"VFF - SIF","VFF","SIF","2 - 3",3.851,"Henrik Priegel",13.08,13,8,2006,2007,2006,2006-08-13,"2006/2007",2006-08-13 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,19.4142857142857,4.65,8.65,85.7142857142857,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Overskyet",2006-08-13
7,27.08,NA,"VFF - VB","VFF","VB","1 - 0",4.132,"Peter Rasmussen",27.08,27,8,2006,2007,2006,2006-08-27,"2006/2007",2006-08-27 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0.8,0.8,17.4857142857143,4.85,8.95,90,"Let regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2006-08-27
9,17.09,NA,"VFF - RFC","VFF","RFC","3 - 2",5.765,"Emil Laursen",17.09,17,9,2006,2007,2006,2006-09-17,"2006/2007",2006-09-17 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,20.9571428571429,5.1,9.7,87.8571428571429,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Overskyet",2006-09-17
11,1.1,NA,"VFF - EFB","VFF","EFB","0 - 4",3.549,"Lars Christoffersen",1.1,1,10,2006,2007,2006,2006-10-01,"2006/2007",2006-10-01 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0.2,19.3,4.6,8.7,30,"Ingen regn før kamp","Lidt regn i løbet af dag","Varmt","Mellem vind","Mellem vindstød","Let overskyet",2006-10-01
12,15.1,NA,"VFF - VB","VFF","VB","2 - 1",4.37,"Claus Bo Larsen",15.1,15,10,2006,2007,2006,2006-10-15,"2006/2007",2006-10-15 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,13.9571428571429,0.5,2.7,3.57142857142857,"Ingen regn før kamp","Tør dag","Mildt","Svag vind","Let vindstød","Solrigt",2006-10-15
15,29.1,NA,"VFF - RFC","VFF","RFC","1 - 1",4.818,"Peter Rasmussen",29.1,29,10,2006,2007,2006,2006-10-29,"2006/2007",2006-10-29 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,7.65714285714286,2.8,5.7,98.5714285714286,"Ingen regn før kamp","Tør dag","Koldt","Svag vind","Let vindstød","Overskyet",2006-10-29
16,5.11,NA,"VFF - ACH","VFF","ACH","1 - 0",3.394,"Henrik Priegel",5.11,5,11,2006,2007,2006,2006-11-05,"2006/2007",2006-11-05 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,1.8,11.1142857142857,9.55,16.2,94.2857142857143,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Kraftig vind","Kraftige vindstød","Overskyet",2006-11-05
18,19.11,NA,"VFF - EFB","VFF","EFB","1 - 1",4.028,"Jesper Overgaard",19.11,19,11,2006,2007,2006,2006-11-19,"2006/2007",2006-11-19 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0.2,6.81428571428571,3.1,6.25,17.1428571428571,"Ingen regn før kamp","Lidt regn i løbet af dag","Koldt","Svag vind","Let vindstød","Solrigt",2006-11-19
20,18.03,NA,"VFF - BIF","VFF","BIF","1 - 1",5.863,"Lars Christoffersen",18.03,18,3,2006,2007,2007,2007-03-18,"2006/2007",2007-03-18 18:00:00,"Ingen",FALSE,7,"Weekend",18,"Aften",0.2,2.8,3.84285714285714,14.4,29.25,90,"Let regn før kamp","Lidt regn i løbet af dag","Koldt","Kraftig vind","Kraftige vindstød","Overskyet",2007-03-18
22,5.04,NA,"VFF - OB","VFF","OB","0 - 2",4.012,"Henrik Priegel",5.04,5,4,2006,2007,2007,2007-04-05,"2006/2007",2007-04-05 15:00:00,"Skærtorsdag",TRUE,4,"Hverdag",15,"Eftermiddag",0,0,10.5857142857143,12.1,19.75,35.7142857142857,"Ingen regn før kamp","Tør dag","Mildt","Kraftig vind","Kraftige vindstød","Let overskyet",2007-04-05
24,15.04,NA,"VFF - SIF","VFF","SIF","2 - 1",4.701,"Jesper Overgaard",15.04,15,4,2006,2007,2007,2007-04-15,"2006/2007",2007-04-15 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,21.9,4.35,8.7,15.7142857142857,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Solrigt",2007-04-15
26,22.04,NA,"VFF - AaB","VFF","AaB","0 - 2",4.768,"Anders Hermansen",22.04,22,4,2006,2007,2007,2007-04-22,"2006/2007",2007-04-22 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0.4,14.2,5.65,10.8,90,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2007-04-22
29,9.05,NA,"VFF - FCM","VFF","FCM","0 - 1",3.681,"Emil Laursen",9.05,9,5,2006,2007,2007,2007-05-09,"2006/2007",2007-05-09 19:00:00,"Ingen",FALSE,3,"Hverdag",19,"Aften",0,0,8.81428571428571,8.5,14.35,77.1428571428571,"Ingen regn før kamp","Tør dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2007-05-09
31,20.05,NA,"VFF - FCK","VFF","FCK","0 - 1",5.039,"Thomas Vejlgaard",20.05,20,5,2006,2007,2007,2007-05-20,"2006/2007",2007-05-20 18:00:00,"Ingen",FALSE,7,"Weekend",18,"Aften",0,0,18.5571428571429,2.85,7.05,3.57142857142857,"Ingen regn før kamp","Tør dag","Varmt","Svag vind","Let vindstød","Solrigt",2007-05-20
33,27.05,NA,"VFF - FCN","VFF","FCN","1 - 2",4.855,"Emil Laursen",27.05,27,5,2006,2007,2007,2007-05-27,"2006/2007",2007-05-27 17:00:00,"Pinsedag",TRUE,7,"Weekend",17,"Aften",0,1,10.7285714285714,6.7,11.65,98.5714285714286,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2007-05-27
2,24.07,NA,"VFF - FCN","VFF","FCN","3 - 1",2.88,"Henrik Kragh",24.07,24,7,2005,2006,2005,2005-07-24,"2005/2006",2005-07-24 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,15.3857142857143,6.45,10.3,98.5714285714286,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2005-07-24
4,7.08,NA,"VFF - SJF","VFF","SJF","3 - 1",4.227,"RenÃ© Christensen",7.08,7,8,2005,2006,2005,2005-08-07,"2005/2006",2005-08-07 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0.6,17.2714285714286,4.85,9.45,40,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Let overskyet",2005-08-07
7,27.08,NA,"VFF - OB","VFF","OB","1 - 2",3.318,"Knud Erik Fisker",27.08,27,8,2005,2006,2005,2005-08-27,"2005/2006",2005-08-27 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",1.8,2.6,15.1,5.4,11.9,80.7142857142857,"Let regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2005-08-27
9,18.09,NA,"VFF - BIF","VFF","BIF","3 - 1",8.585,"Knud Stadsgaard",18.09,18,9,2005,2006,2005,2005-09-18,"2005/2006",2005-09-18 17:00:00,"Ingen",FALSE,7,"Weekend",17,"Aften",0,0.8,15.2285714285714,6.2,13.25,85.7142857142857,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2005-09-18
11,25.09,NA,"VFF - AaB","VFF","AaB","2 - 0",6.832,"Michael Svendsen",25.09,25,9,2005,2006,2005,2005-09-25,"2005/2006",2005-09-25 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,19.0714285714286,4.1,8.1,54.2857142857143,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Let overskyet",2005-09-25
12,2.1,NA,"VFF - SJF","VFF","SJF","1 - 1",4.607,"Anders Hermansen",2.1,2,10,2005,2006,2005,2005-10-02,"2005/2006",2005-10-02 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0.2,14.6571428571429,2.85,5.95,65.7142857142857,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Svag vind","Let vindstød","Let overskyet",2005-10-02
14,23.1,NA,"VFF - EFB","VFF","EFB","1 - 0",4.276,"Peter Rasmussen",23.1,23,10,2005,2006,2005,2005-10-23,"2005/2006",2005-10-23 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,10.1571428571429,6.2,14.05,32.8571428571429,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Let overskyet",2005-10-23
16,29.1,NA,"VFF - AaB","VFF","AaB","2 - 0",4.154,"Lars Christoffersen",29.1,29,10,2005,2006,2005,2005-10-29,"2005/2006",2005-10-29 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",0,0,13.8857142857143,1.55,3.25,98.5714285714286,"Ingen regn før kamp","Tør dag","Mildt","Svag vind","Let vindstød","Overskyet",2005-10-29
19,27.11,NA,"VFF - FCN","VFF","FCN","4 - 1",3.437,"Michael Svendsen",27.11,27,11,2005,2006,2005,2005-11-27,"2005/2006",2005-11-27 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,1.38571428571429,2.6,4.3,18.5714285714286,"Ingen regn før kamp","Tør dag","Koldt","Svag vind","Let vindstød","Solrigt",2005-11-27
21,12.03,NA,"VFF - SIF","VFF","SIF","2 - 3",4.027,"Thomas Vejlgaard",12.03,12,3,2005,2006,2006,2006-03-12,"2005/2006",2006-03-12 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,0.542857142857143,3.6,7,22.8571428571429,"Ingen regn før kamp","Tør dag","Koldt","Svag vind","Let vindstød","Solrigt",2006-03-12
23,26.03,NA,"VFF - ACH","VFF","ACH","1 - 1",3.115,"Henning Jensen",26.03,26,3,2005,2006,2006,2006-03-26,"2005/2006",2006-03-26 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0.6,7.8,2.98571428571429,5.15,10.55,91.4285714285714,"Let regn før kamp","Våd dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2006-03-26
25,2.04,NA,"VFF - BIF","VFF","BIF","2 - 0",7.391,"Knud Erik Fisker",2.04,2,4,2005,2006,2006,2006-04-02,"2005/2006",2006-04-02 17:30:00,"Ingen",FALSE,7,"Weekend",17,"Aften",0,0,9.34285714285714,5.1,9.2,90,"Ingen regn før kamp","Tør dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2006-04-02
26,9.04,NA,"VFF - OB","VFF","OB","2 - 2",5.027,"Michael Svendsen",9.04,9,4,2005,2006,2006,2006-04-09,"2005/2006",2006-04-09 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,4,4.95714285714286,10.3,17.05,81.4285714285714,"Ingen regn før kamp","Lidt regn i løbet af dag","Koldt","Kraftig vind","Kraftige vindstød","Overskyet",2006-04-09
28,17.04,NA,"VFF - AGF","VFF","AGF","2 - 2",4.866,"Emil Laursen",17.04,17,4,2005,2006,2006,2006-04-17,"2005/2006",2006-04-17 15:00:00,"2. Påskedag",TRUE,1,"Hverdag",15,"Eftermiddag",0.4,2.8,6.98571428571429,7.7,13,90,"Let regn før kamp","Lidt regn i løbet af dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2006-04-17
31,4.05,NA,"VFF - FCK","VFF","FCK","0 - 1",9.353,"Kim Milton Nielsen",4.05,4,5,2005,2006,2006,2006-05-04,"2005/2006",2006-05-04 19:00:00,"Ingen",FALSE,4,"Hverdag",19,"Aften",0,0,19.9714285714286,7.95,13.25,0,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Solrigt",2006-05-04
33,14.05,NA,"VFF - FCM","VFF","FCM","1 - 1",6.159,"Anders Hermansen",14.05,14,5,2005,2006,2006,2006-05-14,"2005/2006",2006-05-14 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,11,8.8,14.35,41.4285714285714,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Let overskyet",2006-05-14
3,7.08,NA,"VFF - FCK","VFF","FCK","3 - 2",4.247,"Knud Stadsgaard",7.08,7,8,2004,2005,2004,2004-08-07,"2004/2005",2004-08-07 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",0,0,28.6428571428571,6.2,11.1,7.14285714285714,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Solrigt",2004-08-07
6,29.08,NA,"VFF - FCN","VFF","FCN","0 - 1",3.441,"Michael Svendsen",29.08,29,8,2004,2005,2004,2004-08-29,"2004/2005",2004-08-29 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,17.6142857142857,5.4,10,94.2857142857143,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2004-08-29
8,19.09,NA,"VFF - RFC","VFF","RFC","0 - 1",5.417,"RenÃ© Christensen",19.09,19,9,2004,2005,2004,2004-09-19,"2004/2005",2004-09-19 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,1.4,15.3,5.65,11.65,43.5714285714286,"Ingen regn før kamp","Lidt regn i løbet af dag","Mildt","Mellem vind","Mellem vindstød","Let overskyet",2004-09-19
10,26.09,NA,"VFF - EFB","VFF","EFB","2 - 0",4.307,"Johnny RÃ¸n",26.09,26,9,2004,2005,2004,2004-09-26,"2004/2005",2004-09-26 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,14.7571428571429,5.95,10.25,60,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Let overskyet",2004-09-26
12,17.1,NA,"VFF - FCM","VFF","FCM","2 - 1",6.643,"Peter Rasmussen",17.1,17,10,2004,2005,2004,2004-10-17,"2004/2005",2004-10-17 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",1.2,6,8.82857142857143,4.35,8.4,94.2857142857143,"Let regn før kamp","Våd dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2004-10-17
14,31.1,NA,"VFF - OB","VFF","OB","1 - 0",5.511,"Michael Svendsen",31.1,31,10,2004,2005,2004,2004-10-31,"2004/2005",2004-10-31 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,10.0714285714286,3.6,7.3,4.28571428571429,"Ingen regn før kamp","Tør dag","Mildt","Svag vind","Let vindstød","Solrigt",2004-10-31
5,3.11,NA,"VFF - SIF","VFF","SIF","1 - 1",4.709,"Emil Laursen",3.11,3,11,2004,2005,2004,2004-11-03,"2004/2005",2004-11-03 18:30:00,"Ingen",FALSE,3,"Hverdag",18,"Aften",0,0.4,9.07142857142857,3.1,6,85.7142857142857,"Ingen regn før kamp","Lidt regn i løbet af dag","Koldt","Svag vind","Let vindstød","Overskyet",2004-11-03
16,13.11,NA,"VFF - SIF","VFF","SIF","1 - 1",3.683,"Knud Erik Fisker",13.11,13,11,2004,2005,2004,2004-11-13,"2004/2005",2004-11-13 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",0,0,2.98571428571429,4.35,8.4,3.57142857142857,"Ingen regn før kamp","Tør dag","Koldt","Mellem vind","Mellem vindstød","Solrigt",2004-11-13
19,12.03,NA,"VFF - AGF","VFF","AGF","2 - 1",5.608,"Thomas Vejlgaard",12.03,12,3,2004,2005,2005,2005-03-12,"2004/2005",2005-03-12 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",0,0.2,-1.72857142857143,5.7,9.5,30,"Ingen regn før kamp","Lidt regn i løbet af dag","Koldt","Mellem vind","Mellem vindstød","Let overskyet",2005-03-12
21,3.04,NA,"VFF - AaB","VFF","AaB","2 - 1",6.334,"RenÃ© Christensen",3.04,3,4,2004,2005,2005,2005-04-03,"2004/2005",2005-04-03 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,17.6,6.2,11.65,1.42857142857143,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Solrigt",2005-04-03
23,16.04,NA,"VFF - BIF","VFF","BIF","0 - 2",9.215,"Peter Rasmussen",16.04,16,4,2004,2005,2005,2005-04-16,"2004/2005",2005-04-16 15:00:00,"Ingen",FALSE,6,"Weekend",15,"Eftermiddag",0,0,15.6571428571429,7.7,13.25,27.1428571428571,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Solrigt",2005-04-16
25,1.05,NA,"VFF - FCK","VFF","FCK","0 - 2",6.571,"Claus Bo Larsen",1.05,1,5,2004,2005,2005,2005-05-01,"2004/2005",2005-05-01 17:30:00,"Ingen",FALSE,7,"Weekend",17,"Aften",0,0,13.2142857142857,4.1,7,91.4285714285714,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Let vindstød","Overskyet",2005-05-01
27,16.05,NA,"VFF - EFB","VFF","EFB","2 - 2",4.742,"Knud Stadsgaard",16.05,16,5,2004,2005,2005,2005-05-16,"2004/2005",2005-05-16 15:00:00,"2. Pinsedag",TRUE,1,"Hverdag",15,"Eftermiddag",0,0.4,8.91428571428571,11.3,17.9,60.7142857142857,"Ingen regn før kamp","Lidt regn i løbet af dag","Koldt","Kraftig vind","Kraftige vindstød","Let overskyet",2005-05-16
29,22.05,NA,"VFF - HER","VFF","HER","2 - 1",4.032,"Emil Laursen",22.05,22,5,2004,2005,2005,2005-05-22,"2004/2005",2005-05-22 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,19.2142857142857,5.4,11.1,45.7142857142857,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Let overskyet",2005-05-22
31,12.06,NA,"VFF - FCN","VFF","FCN","1 - 2",4.38,"Knud Erik Fisker",12.06,12,6,2004,2005,2005,2005-06-12,"2004/2005",2005-06-12 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,12.5857142857143,6.95,10.85,90,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2005-06-12
32,15.06,NA,"VFF - RFC","VFF","RFC","2 - 1",3.285,"RenÃ© Christensen",15.06,15,6,2004,2005,2005,2005-06-15,"2004/2005",2005-06-15 19:00:00,"Ingen",FALSE,3,"Hverdag",19,"Aften",0,0,21.3571428571429,5.15,10.3,0,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Mellem vindstød","Solrigt",2005-06-15
2,3.08,NA,"VFF - EFB","VFF","EFB","1 - 1",3.352,"Johnny RÃ¸n",3.08,3,8,2003,2004,2003,2003-08-03,"2003/2004",2003-08-03 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,21.0714285714286,3.35,NA,75,"Ingen regn før kamp","Tør dag","Varmt","Svag vind",NA,"Overskyet",2003-08-03
4,17.08,NA,"VFF - BIF","VFF","BIF","2 - 2",6.213,"Thomas Vejlgaard",17.08,17,8,2003,2004,2003,2003-08-17,"2003/2004",2003-08-17 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,21.5142857142857,2.35,NA,40,"Ingen regn før kamp","Tør dag","Varmt","Svag vind",NA,"Let overskyet",2003-08-17
5,24.08,NA,"VFF - AGF","VFF","AGF","1 - 0",6.614,"Knud Erik Fisker",24.08,24,8,2003,2004,2003,2003-08-24,"2003/2004",2003-08-24 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,23.2285714285714,2.35,NA,25,"Ingen regn før kamp","Tør dag","Varmt","Svag vind",NA,"Solrigt",2003-08-24
8,17.09,NA,"VFF - FCK","VFF","FCK","2 - 2",5.705,"Michael Svendsen",17.09,17,9,2003,2004,2003,2003-09-17,"2003/2004",2003-09-17 18:30:00,"Ingen",FALSE,3,"Hverdag",18,"Aften",0,0,19.9142857142857,4.1,7.6,NA,"Ingen regn før kamp","Tør dag","Varmt","Mellem vind","Let vindstød",NA,2003-09-17
11,5.1,NA,"VFF - AaB","VFF","AaB","2 - 3",5.349,"Kim Milton Nielsen",5.1,5,10,2003,2004,2003,2003-10-05,"2003/2004",2003-10-05 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,10.9714285714286,6.45,11.35,60,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Let overskyet",2003-10-05
12,19.1,NA,"VFF - EFB","VFF","EFB","1 - 2",3.204,"Peter Rasmussen",19.1,19,10,2003,2004,2003,2003-10-19,"2003/2004",2003-10-19 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",1.4,4.4,5.65714285714286,4.85,7.85,100,"Let regn før kamp","Lidt regn i løbet af dag","Koldt","Mellem vind","Let vindstød","Overskyet",2003-10-19
14,26.1,NA,"VFF - AGF","VFF","AGF","4 - 0",4.31,"Claus Bo Larsen",26.1,26,10,2003,2004,2003,2003-10-26,"2003/2004",2003-10-26 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,4.42857142857143,3.35,6,0,"Ingen regn før kamp","Tør dag","Koldt","Svag vind","Let vindstød","Solrigt",2003-10-26
17,9.11,NA,"VFF - BKF","VFF","BKF","0 - 0",3.092,"Knud Erik Fisker",9.11,9,11,2003,2004,2003,2003-11-09,"2003/2004",2003-11-09 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,7.25714285714286,5.95,11.4,95.7142857142857,"Ingen regn før kamp","Tør dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2003-11-09
19,30.11,NA,"VFF - FCK","VFF","FCK","0 - 2",4.98,"Emil Laursen",30.11,30,11,2003,2004,2003,2003-11-30,"2003/2004",2003-11-30 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",1,1.2,6.92857142857143,3.1,8.4,90,"Let regn før kamp","Lidt regn i løbet af dag","Koldt","Svag vind","Mellem vindstød","Overskyet",2003-11-30
21,14.03,NA,"VFF - FCN","VFF","FCN","0 - 0",2.933,"Peter Rasmussen",14.03,14,3,2003,2004,2004,2004-03-14,"2003/2004",2004-03-14 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0.4,0.6,6.97142857142857,6.7,12.75,91.4285714285714,"Let regn før kamp","Lidt regn i løbet af dag","Koldt","Mellem vind","Mellem vindstød","Overskyet",2004-03-14
24,4.04,NA,"VFF - FCM","VFF","FCM","1 - 1",4.419,"Tonny K. Poulsen",4.04,4,4,2003,2004,2004,2004-04-04,"2003/2004",2004-04-04 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,6,7.77142857142857,8.2,16.25,94.2857142857143,"Ingen regn før kamp","Våd dag","Koldt","Mellem vind","Kraftige vindstød","Overskyet",2004-04-04
26,18.04,NA,"VFF - HER","VFF","HER","2 - 0",3.371,"Knud Erik Fisker",18.04,18,4,2003,2004,2004,2004-04-18,"2003/2004",2004-04-18 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,13.4714285714286,6.7,12.7,78.5714285714286,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Overskyet",2004-04-18
27,24.04,NA,"VFF - BIF","VFF","BIF","3 - 2",7.873,"Steen Knudsen",24.04,24,4,2003,2004,2004,2004-04-24,"2003/2004",2004-04-24 17:00:00,"Ingen",FALSE,6,"Weekend",17,"Aften",0,0,15.2,2.1,5.45,14.2857142857143,"Ingen regn før kamp","Tør dag","Mildt","Svag vind","Let vindstød","Solrigt",2004-04-24
29,9.05,NA,"VFF - AaB","VFF","AaB","0 - 1",4.545,"Johnny RÃ¸n",9.05,9,5,2003,2004,2004,2004-05-09,"2003/2004",2004-05-09 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,21.9571428571429,3.6,9.75,9.28571428571429,"Ingen regn før kamp","Tør dag","Varmt","Svag vind","Mellem vindstød","Solrigt",2004-05-09
31,16.05,NA,"VFF - AB","VFF","AB","0 - 2",2.895,"Tonny K. Poulsen",16.05,16,5,2003,2004,2004,2004-05-16,"2003/2004",2004-05-16 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,15.1142857142857,9,14.9,34.2857142857143,"Ingen regn før kamp","Tør dag","Mildt","Kraftig vind","Mellem vindstød","Let overskyet",2004-05-16
32,23.05,NA,"VFF - OB","VFF","OB","2 - 2",3.778,"Michael Svendsen",23.05,23,5,2003,2004,2004,2004-05-23,"2003/2004",2004-05-23 15:00:00,"Ingen",FALSE,7,"Weekend",15,"Eftermiddag",0,0,12.4857142857143,7.45,13.5,1.42857142857143,"Ingen regn før kamp","Tør dag","Mildt","Mellem vind","Mellem vindstød","Solrigt",2004-05-23
